"Hop mulga, Broad0leaved Mulga, ","Acacia craspedocarpa","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Lancewood, Hickory Wattle, Thick0podded salwood, ","Acacia crassicarpa","Fabaceae","Root","","0","0","0","0","0","0","0"
"Silver witchety, ","Acacia cutherbertsonii","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Showy Wattle, Western Silver Wattle, ","Acacia decora","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Sydney green wattle, ","Acacia decurrens","Fabaceae","Gum","","0","0","0","0","0","0","0"
"","","","Leaves - tea","","0","0","0","0","0","0","0"
"Desert wattle, ","Acacia dictyophleba","Fabaceae","Seed","7.4","1368","327","23.7","0","0","4.4","3.3"
"River wattle, ","Acacia difficilis","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Whistling thorn, Ant0galled acacia, ","Acacia drepanolobium","Fabaceae","Leaves","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"Elephant Ear Wattle, Dunn’s Wattle, ","Acacia dunnii","Fabaceae",,,"0","0","0","0","0","0","0"
"","Acacia edgeworthii","Fabaceae",,,"0","0","0","0","0","0","0"
"Camel thorn, ","Vachellia erioloba","Fabaceae","Gum","13.9","1308","313","6.8","0","0","10.4","0.3"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Seeds","8","1380","330","25.8","0","0","4.9","3.5"
"Broome Pindan Wattle, ","Acacia eriopoda","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Blue thorn, Yellow0bark acacia, ","Senegalia erubescens","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Ironweed tree, Desert Ironwood, ","Acacia estrophiolata","Fabaceae","Seed					","10.1","1493","357","28.9","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Honeydew","","0","0","0","0","0","0","0"
"Sweet acacia, Prickly Moses, Mimosa bush, ","Acacia farnesiana","Fabaceae","Seed - dry		","8.1","1522","364","36.6","0","0","6.0","0.6"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Leaves - spice","","0","0","0","0","0","0","0"
"","","","Seed - young","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"","","","Sprouts","","0","0","0","0","0","0","0"
"Blade thorn, Sand0veld acacia, ","Senegalia fleckii","Fabaceae","Gum","","0","0","0","0","0","0","0"
"","Acacia flexicaulis","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Georgina gidgee, ","Acacia georginae","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Red thorn, Grey0haired acacia, ","Vachellia gerrardii","Fabaceae",,,"0","0","0","0","0","0","0"
"Camel thorn, ","Acacia giraffae","Fabaceae","Gum","","0","0","0","0","0","0","0"
"","","","Seeds - coffee","","0","0","0","0","0","0","0"
"","Acacia glaucocaesia","Fabaceae",,,"0","0","0","0","0","0","0"
"Wuluru, ","Acacia gonocarpa","Fabaceae","Leaves","","0","0","0","0","0","0","0"
"Minni Ritchi, ","Acacia grasbyi","Fabaceae",,,"0","0","0","0","0","0","0"
"Catclaw acacia, ","Acacia greggii","Fabaceae","Pods","","0","0","0","0","0","0","0"
"","","","Seeds","","0","0","0","0","0","0","0"
"Grey camel thorn, ","Vachellia haematoxylon","Fabaceae","Pods","","0","0","0","0","0","0","0"
"Candle acacia, Candle0pod acacia, ","Vachellia hebeclada","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Club0leaf Wattle, ","Acacia hemignosta","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Hill's Tabletop Wattle, ","Acacia hilliana","Fabaceae",,,"0","0","0","0","0","0","0"
"Strap wattle, Candelabra wattle, ","Acacia holosericea","Fabaceae","Seed","6.6","1398","334","24.6","0","0","8.5","4.0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Root","","0","0","0","0","0","0","0"
"Baderi, ","Acacia inaequilatera","Fabaceae",,,"0","0","0","0","0","0","0"
"Cha0om, ","Senegalia pennata subsp. insuavis","Fabaceae","Leaves","","0","57","0","10066 IU","58","4.1","0"
"Babul, Bamul, ","Vachellia jacquemontii","Fabaceae",,,"0","0","0","0","0","0","0"
"Witchety bush, ","Acacia jennerae","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Karroo Thorn, Cape gum, ","Vachellia karroo","Fabaceae","Gum","13.9","1308","313","6.8","0","0","16.6","0.3"
"","","","Seeds - coffee","","0","0","0","0","0","0","0"
"Witchetty bush, Kemp’s Wattle, ","Acacia kempeana","Fabaceae","Seed","4.5","1225","293","24.0","0","0","3.8","3.3"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Honeydew","","0","0","0","0","0","0","0"
"","Acacia laccata","Fabaceae",,,"0","0","0","0","0","0","0"
"Ball wattle, ","Acacia latescens","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Coast Golden wattle, Smooth0leaf wattle, ","Acacia leiophylla","Fabaceae","Gum","","0","0","0","0","0","0","0"
"North Coast Wattle, ","Acacia leptocarpa","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Kuteera0Gum, White0barked acacia, ","Vachellia leucophloea","Fabaceae",,,"0","0","0","0","0","0","0"
"Umbrella bush, Small Cooba Wattle, ","Acacia ligulata","Fabaceae","Seed","4.3","1480","354","24.0","0","0","6.8","2.2"
"","","","Gum","","0","0","0","0","0","0","0"
"Wanderry Mulga, Horse Mulga, ","Acacia linophylla","Fabaceae","Pods","","0","0","0","0","0","0","0"
"Coast wattle, Sydney golden wattle, ","Acacia longifolia","Fabaceae","Seed","5.9","1679","402","16.3","0","0","81.4","2.8"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Flower","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"Turpentine wattle, ","Acacia lysiphloia","Fabaceae","Seed","5","1694","405","23.8","0","0","6.1","1.2"
"Irrara, ","Acacia macdonelliensis","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Bush bean, Mullan wattle, ","Acacia maconochieana","Fabaceae",,,"0","0","0","0","0","0","0"
"","Acacia macrostachya","Fabaceae",,,"0","0","0","0","0","0","0"
"","Acacia macrothyrsa","Fabaceae","Leaves","","0","0","0","0","0","0","0"
"Maitland’s wattle, ","Acacia maitlandii","Fabaceae","Seed","6.1","1505","360","28.5","0","0","0","0"
"Hickory Wattle, Brown sandalwood, ","Acacia mangium","Fabaceae","Root","","0","0","0","0","0","0","0"
"Australian blackwood, ","Acacia melanoxylon","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Black thorn, Hook0thorn, ","Acacia mellifera subsp. detinens","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Manna wattle, Gum Wattle, ","Acacia microbotrya","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Desert mulga, ","Acacia minyura","Fabaceae",,,"0","0","0","0","0","0","0"
"Red Wattle, Turpentine, ","Acacia monticola","Fabaceae","Seed","9.5","1478","354","11.2","0","0","9.3","8.0"
"Murray’s wattle, Colony wattle, ","Acacia murrayana","Fabaceae","Seed","8.1","1435","343","20.1","0","0","6.6","3.7"
"","","","Gum","","0","0","0","0","0","0","0"
"Egyptian thorn, Scented0pod acacia, ","Vachellia nilotica","Fabaceae",,,"0","0","0","0","0","0","0"
"","Acacia nilotica subsp. adansonii","Fabaceae","Pods","","0","0","0","0","0","0","0"
"","","","Shoots","","0","0","0","0","0","0","0"
"Black babool, ","Acacia nilotica subsp. indica","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"","Vachellia nilotica subsp. subalata","Fabaceae",,,"0","0","0","0","0","0","0"
"Gum arabic tree, Egyptian mimosa, ","Acacia nilotica subsp. tomentosa","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"Black wattle, Flinder’s wattle, ","Acacia notabilis","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","Vachellia oerfota","Fabaceae",,,"0","0","0","0","0","0","0"
"Mt Olga wattle, ","Acacia olgana","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","Acacia oligophleba","Fabaceae",,,"0","0","0","0","0","0","0"
"Yarran, Gidya tree, ","Acacia omalophylla","Fabaceae","Gum","","0","0","0","0","0","0","0"
"","","","Seed","","0","0","0","0","0","0","0"
"A Silver Wattle, ","Acacia oshanesii","Fabaceae","Flowers","","0","0","0","0","0","0","0"
"Umbrella wattle, Umbrella acacia, ","Acacia oswaldtii","Fabaceae","Seed				","6.5","786","188","22.5","0","0","0","0"
"","Acacia pachyacra","Fabaceae",,,"0","0","0","0","0","0","0"
"Desert wattle, ","Acacia pachycarpa","Fabaceae","Seed				","7.1","150","36","22.2","0","0","0","0"
"","Acacia pallida","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Root","","0","0","0","0","0","0","0"
"Needlewood, ","Acacia palustris","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"Cha0om, ","Acacia pennata","Fabaceae","Leaves","82.4","239","57","10.5","108","58","2.5","0.5"
"Feather acacia, ","Acacia pennatula","Fabaceae","Pods","","0","0","0","0","0","0","0"
"","","","Seed","","0","0","0","0","0","0","0"
"Mount Morgan Wattle, ","Acacia podalyriifolia","Fabaceae","Seed				","6.5","1536","367","20.8","0","0","0","0"
"","","","Flowers","","0","0","0","0","0","0","0"
"White thorn, ","Acacia polyacantha subsp. campylacantha","Fabaceae",,,"0","0","0","0","0","0","0"
"Black gidgee, ","Acacia pruinocarpa","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Honeydew","","0","0","0","0","0","0","0"
"Golden wattle, Australian Golden Wattle, ","Acacia pycnantha","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Nectar","","0","0","0","0","0","0","0"
"Kanji bush, ","Acacia pyrifolia","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Horse mulga, Narrow0leaf Mulga, ","Acacia ramulosa","Fabaceae","Seed","","0","0","0","0","0","0","0"
"False umbrella thorn, ","Vachellia reficiens","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Wirilda, Swamp Wattle, ","Acacia retinodes","Fabaceae",,,"0","0","0","0","0","0","0"
"Net0veined wattle, ","Acacia retivenea","Fabaceae",,,"0","0","0","0","0","0","0"
"Silver Wattle, ","Acacia rivalis","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Summer0scented wattle, ","Acacia rostellifera","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","Acacia sabulosa","Fabaceae",,,"0","0","0","0","0","0","0"
"Coobah, Willow Wattle, ","Acacia salicina","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Golden wreath wattle, ","Acacia saligna","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Limestone wattle, ","Acacia sclerosperma","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Sudan Gum Arabic, ","Senegalia senegal","Fabaceae",,,"0","0","0","0","0","0","0"
"Shittim wood, Whistling thorn, ","Vachellia seyal","Fabaceae",,,"0","0","0","0","0","0","0"
"Paperbark acacia, Flat0topped thorn, ","Vachellia sieberiana","Fabaceae","Leaves","91","126","30","1.8","945","19","3.7","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Flowers","","0","0","0","0","0","0","0"
"Coastal wattle, Boobyalla, ","Acacia longifolia subsp. sophorae","Fabaceae",,,"0","0","0","0","0","0","0"
"Glory Wattle, Eumung, ","Acacia spectabilis","Fabaceae","Flowers","","0","0","0","0","0","0","0"
"River cooba, Eumong, ","Acacia stenophylla","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Tjilpirinja, Kulaiaan, ","Acacia stipuligera","Fabaceae","Seed","3.3","1240","297","23.1","0","0","6.9","2.9"
"","","","Gum","","0","0","0","0","0","0","0"
"Hop Wattle, Straight Wattle, ","Acacia stricta","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"Sweet scented wattle, ","Acacia suaveolens","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Leaves - tea","","0","0","0","0","0","0","0"
"Bardi bush, ","Acacia synchronicia","Fabaceae",,,"0","0","0","0","0","0","0"
"Mulga, Narrow0leaved Wattle, ","Acacia tenuissima","Fabaceae","Seed","3.2","1641","393","22.6","0","0","6.8","3.2"
"Dead Finish, Kurara, ","Acacia tetragonophylla","Fabaceae","Seed","5.4","1931","462","17.5","0","0","28.1","3.6"
"Umbrella thorn, ","Vachellia tortilis","Fabaceae",,,"0","0","0","0","0","0","0"
"Umbrella thorn, ","Vachellia tortilis subsp. spirocarpa","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"Umbrella thorn, ","Vachellia tortilis subsp. heteracantha","Fabaceae","Gum","","0","0","0","0","0","0","0"
"Torulosa Wattle, Deep0gold wattle, ","Acacia torulosa","Fabaceae","Seeds	","7.3","1490","356","16.7","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","","","Pods","","0","0","0","0","0","0","0"
"Poverty Bush, ","Acacia translucens","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"Sickle0leaf wattle, Pindan wattle, ","Acacia tumida","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"Limestone Wattle, ","Acacia tysonii","Fabaceae","Seed","","0","0","0","0","0","0","0"
"","Acacia umbellata","Fabaceae","Seed","","0","0","0","0","0","0","0"
"Bramble wattle, Gundabluey, ","Acacia victoriae","Fabaceae","Seed","6.9","1384","331","17.5","0","0","10.4","2.2"
"","","","Gum","","0","0","0","0","0","0","0"
"Wanyu, ","Acacia wanyu","Fabaceae",,,"0","0","0","0","0","0","0"
"Snake wood, ","Acacia xiphophylla","Fabaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Gum","","0","0","0","0","0","0","0"
"","Albizia boivinii","Fabaceae",,,"0","0","0","0","0","0","0"
"Bidgee widgee, Buzzy, New Zealand Bur, ","Acaena anserinifolia","Rosaceae","Leaves - tea","","0","0","0","0","0","0","0"
"Kar0pidik, Hongohongo, ","Acalypha boehmeroides","Euphorbiaceae","Leaves","","0","0","0","0","0","0","0"
"","Acalypha ciliata","Euphorbiaceae",,,"0","0","0","0","0","0","0"
"Forest false0nettle, Silky0berry, ","Acalypha glabrata","Euphorbiaceae","Leaves","","0","0","0","0","0","0","0"
"Copperleaf chenille, Red cattail, ","Acalypha hispida","Euphorbiaceae","Leaves","","0","0","0","0","0","0","0"
"Indian acalypha, ","Acalypha indica","Euphorbiaceae","Leaves fresh","80","269","64","6.7","0","147","17","0"
"","Acalypha nemorum","Euphorbiaceae",,,"0","0","0","0","0","0","0"
"Southern Acalypha, ","Acalypha nemora","Euphorbiaceae",,,"0","0","0","0","0","0","0"
"Hermit’s Tea,  ","Acalypha siamensis","Euphorbiaceae","Leaves - tea","","0","0","0","0","0","0","0"
"Dindi, ","Acalypha volkensii","Euphorbiaceae","Leaves","","0","0","0","0","0","0","0"
"Painted copperleaf, ","Acalypha wilkesiana","Euphorbiaceae","Leaves fresh","","0","0","607","0","0","0","0"
"Greenstripe, ","Amaranthus acanthochiton","Amaranthaceae",,,"0","0","0","0","0","0","0"
"Barbel palm, ","Acanthophoenix rubra","Arecaceae","Palm heart","","0","0","0","0","0","0","0"
"Spiny sea plant, Spiny weed, Soft spineweed, ","Acanthophora spicifera","Rhodomelaceae","Seaweed","","0","0","0","0","0","0","0"
"Butterpips, ","Acanthosicyos horridus","Cucurbitaceae","Fruit","84","234","56","1.4","0","0","0.5","0.6"
"","","","Seed","5.3","2754","659","30.7","0","0","4.0","5.5"
"Herero cucumber, ","Acanthosicyos naudinianus","Cucurbitaceae",,,"0","0","0","0","0","0","0"
"Mountain thistle, ","Acanthus montanus","Acanthaceae","Leaves","","0","0","0","0","0","0","0"
"Pineapple guava, Feijoa, ","Acca sellowiana","Myrtaceae","Fruit","86.6","205","49","1.2","0","20","0.1","0.04"
"","","","Flowers","","0","0","0","0","0","0","0"
"Field Maple, Hedge maple, ","Acer campestre","Sapindaceae","Bark","","0","0","0","0","0","0","0"
"Rocky Mountain Maple, ","Acer glabrum","Sapindaceae","Seed","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"Box elder, ","Acer interius","Sapindaceae",,,"0","0","0","0","0","0","0"
"Oregon maple, Broadleaf maple, ","Acer macrophyllum","Sapindaceae","Sap","","0","0","0","0","0","0","0"
"","","","Seed Sprouts","","0","0","0","0","0","0","0"
"","","","Flowers","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"Five lobed maple, ","Acer cappadocicum var. indicum","Sapindaceae",,,"0","0","0","0","0","0","0"
"Box elder, Black Maple, ","Acer negundo","Sapindaceae","Bark","","0","0","0","0","0","0","0"
"","","","Sap","","0","0","0","0","0","0","0"
"","","","Seeds","","0","0","0","0","0","0","0"
"Japanese Maple, Palmate maple, ","Acer palmatum","Sapindaceae","Leaves","","0","0","0","0","0","0","0"
"","","","Sap","","0","0","0","0","0","0","0"
"Plane0tree maple, ","Acer pseudoplanatus","Sapindaceae","Sap","","0","0","0","0","0","0","0"
"","","","Seed - Sap","","0","0","0","0","0","0","0"
"","","","Leaves - flavour","","0","0","0","0","0","0","0"
"Red maple, ","Acer rubrum","Sapindaceae","Sap ","","0","0","0","0","0","0","0"
"","","","Seeds","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"Silver maple, ","Acer saccharinum","Sapindaceae","Seeds","","0","0","0","0","0","0","0"
"","","","Sap","","0","0","0","0","0","0","0"
"","","","Leaves","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"Sugar maple, Hard Maple, ","Acer saccharum","Sapindaceae","Sap","","1200","287","0","0","0","0","0"
"","","","Seeds","","1200","287","0","0","0","0","0"
"Big tooth maple, ","Acer saccharum subsp. grandidentatum","Sapindaceae","Sap","","0","0","0","0","0","0","0"
"","","","Seed","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"Black sugar maple, ","Acer saccharum subsp. nigrum","Sapindaceae","Sap","","0","0","0","0","0","0","0"
"","","","Seed","","0","0","0","0","0","0","0"
"","","","Bark","","0","0","0","0","0","0","0"
"Tatarium maple, Amur maple, ","Acer tataricum","Sapindaceae","Seed","","0","0","0","0","0","0","0"
"","","","Sap","","0","0","0","0","0","0","0"
"Flat0base maple, ","Acer truncatum","Sapindaceae","Seed","","0","0","0","0","0","0","0"
"Buff Carabeen, Buff aceratium, ","Aceratium doggrellii","Elaeocarpaceae","Fruit","","0","0","0","0","0","0","0"
"Rusty Carabeen, ","Aceratium ferrugineum","Elaeocarpaceae","Fruit","","0","0","0","0","0","0","0"
"Creek aceratium, Bolly carabeen, ","Aceratium megalospermum","Elaeocarpaceae","Fruit","","0","0","0","0","0","0","0"
"Belimbing hutan, Kariala, ","Aceratium oppositifolium","Elaeocarpaceae","Fruit","","0","0","0","0","0","0","0"
"Silky aceratium, ","Aceratium sericoleopsis","Elaeocarpaceae","Fruit","","0","0","0","0","0","0","0"
"Sheep sorrel, ","Rumex acetosella subsp. angiocarpus","Polygonaceae",,,"0","0","0","0","0","0","0"
"Tepus sigung, ","Etlingera foetens","Zingiberaceae",,,"0","0","0","0","0","0","0"
"Garden Mace, Nutmeg Thyme, ","Achillea ageratum","Asteraceae","Leaves","","0","0","0","0","0","0","0"
"Yarrow, Angel Flower, ","Achillea millefolium","Asteraceae","Leaves - flavour","","0","0","0","0","0","0","0"
"Sneeze0wort, ","Achillea ptarmica","Asteraceae","Leaves","","0","0","0","0","0","0","0"
"Siberian yarrow, ","Achillea sibirica","Asteraceae","Leaves","","0","0","0","0","0","0","0"
"Blow wives, ","Achyrachaena mollis","Asteraceae",,,"0","0","0","0","0","0","0"
"Chaff0flower, Rough chaff tree, ","Achyranthes aspera","Amaranthaceae","Leaves","70.6","387","93","5.3","43","20","0","0"
"","","","Seeds","83.9","176","42","4.3","0","0","0","0"
"","","","Flowers","85","0","46","6.4","0","0","0","0"
"Chaff0flower, Two0toothed amaranthus, ","Achyranthes bidentata","Amaranthaceae","Leaves","","0","0","0","0","0","0","0"
"","","","Seeds","","0","0","0","0","0","0","0"
"","Achyranthes faureri","Amaranthaceae","Leaves","","0","0","0","0","0","0","0"
"Mosquito orchid, Gnat Orchid, ","Cyrtostylis reniformis","Orchidaceae",,,"0","0","0","0","0","0","0"
"Basil thyme, Mother of thyme, ","Acinos arvensis","Lamiaceae","Leaves - flavour","","0","0","0","0","0","0","0"
"Wild Spaniard, Colenso's spaniard, ","Aciphylla colensoi","Apiaceae","Gum","","0","0","0","0","0","0","0"
