"Silver witchety, ","Acacia cutherbertsonii","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Showy Wattle, Western Silver Wattle, ","Acacia decora","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Sydney green wattle, ","Acacia decurrens","Fabaceae","Gum","","-","-","-","-","-","-","-"
"","","","Leaves - tea","","-","-","-","-","-","-","-"
"Desert wattle, ","Acacia dictyophleba","Fabaceae","Seed","7.4","1368","327","23.7","-","-","4.4","3.3"
"River wattle, ","Acacia difficilis","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Whistling thorn, Ant-galled acacia, ","Acacia drepanolobium","Fabaceae","Leaves","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"Elephant Ear Wattle, Dunn’s Wattle, ","Acacia dunnii","Fabaceae",,,"-","-","-","-","-","-","-"
"","Acacia edgeworthii","Fabaceae",,,"-","-","-","-","-","-","-"
"Camel thorn, ","Vachellia erioloba","Fabaceae","Gum","13.9","1308","313","6.8","-","-","10.4","0.3"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Seeds","8","1380","330","25.8","-","-","4.9","3.5"
"Broome Pindan Wattle, ","Acacia eriopoda","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Blue thorn, Yellow-bark acacia, ","Senegalia erubescens","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Ironweed tree, Desert Ironwood, ","Acacia estrophiolata","Fabaceae","Seed					","10.1","1493","357","28.9","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Honeydew","","-","-","-","-","-","-","-"
"Sweet acacia, Prickly Moses, Mimosa bush, ","Acacia farnesiana","Fabaceae","Seed - dry		","8.1","1522","364","36.6","-","-","6.0","0.6"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Leaves - spice","","-","-","-","-","-","-","-"
"","","","Seed - young","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"","","","Sprouts","","-","-","-","-","-","-","-"
"Blade thorn, Sand-veld acacia, ","Senegalia fleckii","Fabaceae","Gum","","-","-","-","-","-","-","-"
"","Acacia flexicaulis","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Georgina gidgee, ","Acacia georginae","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Red thorn, Grey-haired acacia, ","Vachellia gerrardii","Fabaceae",,,"-","-","-","-","-","-","-"
"Camel thorn, ","Acacia giraffae","Fabaceae","Gum","","-","-","-","-","-","-","-"
"","","","Seeds - coffee","","-","-","-","-","-","-","-"
"","Acacia glaucocaesia","Fabaceae",,,"-","-","-","-","-","-","-"
"Wuluru, ","Acacia gonocarpa","Fabaceae","Leaves","","-","-","-","-","-","-","-"
"Minni Ritchi, ","Acacia grasbyi","Fabaceae",,,"-","-","-","-","-","-","-"
"Catclaw acacia, ","Acacia greggii","Fabaceae","Pods","","-","-","-","-","-","-","-"
"","","","Seeds","","-","-","-","-","-","-","-"
"Grey camel thorn, ","Vachellia haematoxylon","Fabaceae","Pods","","-","-","-","-","-","-","-"
"Candle acacia, Candle-pod acacia, ","Vachellia hebeclada","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Club-leaf Wattle, ","Acacia hemignosta","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Hill's Tabletop Wattle, ","Acacia hilliana","Fabaceae",,,"-","-","-","-","-","-","-"
"Strap wattle, Candelabra wattle, ","Acacia holosericea","Fabaceae","Seed","6.6","1398","334","24.6","-","-","8.5","4.0"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Root","","-","-","-","-","-","-","-"
"Baderi, ","Acacia inaequilatera","Fabaceae",,,"-","-","-","-","-","-","-"
"Cha-om, ","Senegalia pennata subsp. insuavis","Fabaceae","Leaves","","-","57","-","10066 IU","58","4.1","-"
"Babul, Bamul, ","Vachellia jacquemontii","Fabaceae",,,"-","-","-","-","-","-","-"
"Witchety bush, ","Acacia jennerae","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Karroo Thorn, Cape gum, ","Vachellia karroo","Fabaceae","Gum","13.9","1308","313","6.8","-","-","16.6","0.3"
"","","","Seeds - coffee","","-","-","-","-","-","-","-"
"Witchetty bush, Kemp’s Wattle, ","Acacia kempeana","Fabaceae","Seed","4.5","1225","293","24.0","-","-","3.8","3.3"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Honeydew","","-","-","-","-","-","-","-"
"","Acacia laccata","Fabaceae",,,"-","-","-","-","-","-","-"
"Ball wattle, ","Acacia latescens","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Coast Golden wattle, Smooth-leaf wattle, ","Acacia leiophylla","Fabaceae","Gum","","-","-","-","-","-","-","-"
"North Coast Wattle, ","Acacia leptocarpa","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Kuteera-Gum, White-barked acacia, ","Vachellia leucophloea","Fabaceae",,,"-","-","-","-","-","-","-"
"Umbrella bush, Small Cooba Wattle, ","Acacia ligulata","Fabaceae","Seed","4.3","1480","354","24.0","-","-","6.8","2.2"
"","","","Gum","","-","-","-","-","-","-","-"
"Wanderry Mulga, Horse Mulga, ","Acacia linophylla","Fabaceae","Pods","","-","-","-","-","-","-","-"
"Coast wattle, Sydney golden wattle, ","Acacia longifolia","Fabaceae","Seed","5.9","1679","402","16.3","-","-","81.4","2.8"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Flower","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"Turpentine wattle, ","Acacia lysiphloia","Fabaceae","Seed","5","1694","405","23.8","-","-","6.1","1.2"
"Irrara, ","Acacia macdonelliensis","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Bush bean, Mullan wattle, ","Acacia maconochieana","Fabaceae",,,"-","-","-","-","-","-","-"
"","Acacia macrostachya","Fabaceae",,,"-","-","-","-","-","-","-"
"","Acacia macrothyrsa","Fabaceae","Leaves","","-","-","-","-","-","-","-"
"Maitland’s wattle, ","Acacia maitlandii","Fabaceae","Seed","6.1","1505","360","28.5","-","-","-","-"
"Hickory Wattle, Brown sandalwood, ","Acacia mangium","Fabaceae","Root","","-","-","-","-","-","-","-"
"Australian blackwood, ","Acacia melanoxylon","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Black thorn, Hook-thorn, ","Acacia mellifera subsp. detinens","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Manna wattle, Gum Wattle, ","Acacia microbotrya","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Desert mulga, ","Acacia minyura","Fabaceae",,,"-","-","-","-","-","-","-"
"Red Wattle, Turpentine, ","Acacia monticola","Fabaceae","Seed","9.5","1478","354","11.2","-","-","9.3","8.0"
"Murray’s wattle, Colony wattle, ","Acacia murrayana","Fabaceae","Seed","8.1","1435","343","20.1","-","-","6.6","3.7"
"","","","Gum","","-","-","-","-","-","-","-"
"Egyptian thorn, Scented-pod acacia, ","Vachellia nilotica","Fabaceae",,,"-","-","-","-","-","-","-"
"","Acacia nilotica subsp. adansonii","Fabaceae","Pods","","-","-","-","-","-","-","-"
"","","","Shoots","","-","-","-","-","-","-","-"
"Black babool, ","Acacia nilotica subsp. indica","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"","Vachellia nilotica subsp. subalata","Fabaceae",,,"-","-","-","-","-","-","-"
"Gum arabic tree, Egyptian mimosa, ","Acacia nilotica subsp. tomentosa","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"Black wattle, Flinder’s wattle, ","Acacia notabilis","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","Vachellia oerfota","Fabaceae",,,"-","-","-","-","-","-","-"
"Mt Olga wattle, ","Acacia olgana","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","Acacia oligophleba","Fabaceae",,,"-","-","-","-","-","-","-"
"Yarran, Gidya tree, ","Acacia omalophylla","Fabaceae","Gum","","-","-","-","-","-","-","-"
"","","","Seed","","-","-","-","-","-","-","-"
"A Silver Wattle, ","Acacia oshanesii","Fabaceae","Flowers","","-","-","-","-","-","-","-"
"Umbrella wattle, Umbrella acacia, ","Acacia oswaldtii","Fabaceae","Seed				","6.5","786","188","22.5","-","-","-","-"
"","Acacia pachyacra","Fabaceae",,,"-","-","-","-","-","-","-"
"Desert wattle, ","Acacia pachycarpa","Fabaceae","Seed				","7.1","150","36","22.2","-","-","-","-"
"","Acacia pallida","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Root","","-","-","-","-","-","-","-"
"Needlewood, ","Acacia palustris","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"Cha-om, ","Acacia pennata","Fabaceae","Leaves","82.4","239","57","10.5","108","58","2.5","0.5"
"Feather acacia, ","Acacia pennatula","Fabaceae","Pods","","-","-","-","-","-","-","-"
"","","","Seed","","-","-","-","-","-","-","-"
"Mount Morgan Wattle, ","Acacia podalyriifolia","Fabaceae","Seed				","6.5","1536","367","20.8","-","-","-","-"
"","","","Flowers","","-","-","-","-","-","-","-"
"White thorn, ","Acacia polyacantha subsp. campylacantha","Fabaceae",,,"-","-","-","-","-","-","-"
"Black gidgee, ","Acacia pruinocarpa","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Honeydew","","-","-","-","-","-","-","-"
"Golden wattle, Australian Golden Wattle, ","Acacia pycnantha","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Nectar","","-","-","-","-","-","-","-"
"Kanji bush, ","Acacia pyrifolia","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Horse mulga, Narrow-leaf Mulga, ","Acacia ramulosa","Fabaceae","Seed","","-","-","-","-","-","-","-"
"False umbrella thorn, ","Vachellia reficiens","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Wirilda, Swamp Wattle, ","Acacia retinodes","Fabaceae",,,"-","-","-","-","-","-","-"
"Net-veined wattle, ","Acacia retivenea","Fabaceae",,,"-","-","-","-","-","-","-"
"Silver Wattle, ","Acacia rivalis","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Summer-scented wattle, ","Acacia rostellifera","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","Acacia sabulosa","Fabaceae",,,"-","-","-","-","-","-","-"
"Coobah, Willow Wattle, ","Acacia salicina","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Golden wreath wattle, ","Acacia saligna","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Limestone wattle, ","Acacia sclerosperma","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Sudan Gum Arabic, ","Senegalia senegal","Fabaceae",,,"-","-","-","-","-","-","-"
"Shittim wood, Whistling thorn, ","Vachellia seyal","Fabaceae",,,"-","-","-","-","-","-","-"
"Paperbark acacia, Flat-topped thorn, ","Vachellia sieberiana","Fabaceae","Leaves","91","126","30","1.8","945","19","3.7","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Flowers","","-","-","-","-","-","-","-"
"Coastal wattle, Boobyalla, ","Acacia longifolia subsp. sophorae","Fabaceae",,,"-","-","-","-","-","-","-"
"Glory Wattle, Eumung, ","Acacia spectabilis","Fabaceae","Flowers","","-","-","-","-","-","-","-"
"River cooba, Eumong, ","Acacia stenophylla","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Tjilpirinja, Kulaiaan, ","Acacia stipuligera","Fabaceae","Seed","3.3","1240","297","23.1","-","-","6.9","2.9"
"","","","Gum","","-","-","-","-","-","-","-"
"Hop Wattle, Straight Wattle, ","Acacia stricta","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"Sweet scented wattle, ","Acacia suaveolens","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Leaves - tea","","-","-","-","-","-","-","-"
"Bardi bush, ","Acacia synchronicia","Fabaceae",,,"-","-","-","-","-","-","-"
"Mulga, Narrow-leaved Wattle, ","Acacia tenuissima","Fabaceae","Seed","3.2","1641","393","22.6","-","-","6.8","3.2"
"Dead Finish, Kurara, ","Acacia tetragonophylla","Fabaceae","Seed","5.4","1931","462","17.5","-","-","28.1","3.6"
"Umbrella thorn, ","Vachellia tortilis","Fabaceae",,,"-","-","-","-","-","-","-"
"Umbrella thorn, ","Vachellia tortilis subsp. spirocarpa","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"Umbrella thorn, ","Vachellia tortilis subsp. heteracantha","Fabaceae","Gum","","-","-","-","-","-","-","-"
"Torulosa Wattle, Deep-gold wattle, ","Acacia torulosa","Fabaceae","Seeds	","7.3","1490","356","16.7","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","","","Pods","","-","-","-","-","-","-","-"
"Poverty Bush, ","Acacia translucens","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"Sickle-leaf wattle, Pindan wattle, ","Acacia tumida","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"Limestone Wattle, ","Acacia tysonii","Fabaceae","Seed","","-","-","-","-","-","-","-"
"","Acacia umbellata","Fabaceae","Seed","","-","-","-","-","-","-","-"
"Bramble wattle, Gundabluey, ","Acacia victoriae","Fabaceae","Seed","6.9","1384","331","17.5","-","-","10.4","2.2"
"","","","Gum","","-","-","-","-","-","-","-"
"Wanyu, ","Acacia wanyu","Fabaceae",,,"-","-","-","-","-","-","-"
"Snake wood, ","Acacia xiphophylla","Fabaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Gum","","-","-","-","-","-","-","-"
"","Albizia boivinii","Fabaceae",,,"-","-","-","-","-","-","-"
"Bidgee widgee, Buzzy, New Zealand Bur, ","Acaena anserinifolia","Rosaceae","Leaves - tea","","-","-","-","-","-","-","-"
"Kar-pidik, Hongohongo, ","Acalypha boehmeroides","Euphorbiaceae","Leaves","","-","-","-","-","-","-","-"
"","Acalypha ciliata","Euphorbiaceae",,,"-","-","-","-","-","-","-"
"Forest false-nettle, Silky-berry, ","Acalypha glabrata","Euphorbiaceae","Leaves","","-","-","-","-","-","-","-"
"Copperleaf chenille, Red cattail, ","Acalypha hispida","Euphorbiaceae","Leaves","","-","-","-","-","-","-","-"
"Indian acalypha, ","Acalypha indica","Euphorbiaceae","Leaves fresh","80","269","64","6.7","-","147","17","-"
"","Acalypha nemorum","Euphorbiaceae",,,"-","-","-","-","-","-","-"
"Southern Acalypha, ","Acalypha nemora","Euphorbiaceae",,,"-","-","-","-","-","-","-"
"Hermit’s Tea,  ","Acalypha siamensis","Euphorbiaceae","Leaves - tea","","-","-","-","-","-","-","-"
"Dindi, ","Acalypha volkensii","Euphorbiaceae","Leaves","","-","-","-","-","-","-","-"
"Painted copperleaf, ","Acalypha wilkesiana","Euphorbiaceae","Leaves fresh","","-","-","6-7","-","-","-","-"
"Greenstripe, ","Amaranthus acanthochiton","Amaranthaceae",,,"-","-","-","-","-","-","-"
"Barbel palm, ","Acanthophoenix rubra","Arecaceae","Palm heart","","-","-","-","-","-","-","-"
"Spiny sea plant, Spiny weed, Soft spineweed, ","Acanthophora spicifera","Rhodomelaceae","Seaweed","","-","-","-","-","-","-","-"
"Butterpips, ","Acanthosicyos horridus","Cucurbitaceae","Fruit","84","234","56","1.4","-","-","0.5","0.6"
"","","","Seed","5.3","2754","659","30.7","-","-","4.0","5.5"
"Herero cucumber, ","Acanthosicyos naudinianus","Cucurbitaceae",,,"-","-","-","-","-","-","-"
"Mountain thistle, ","Acanthus montanus","Acanthaceae","Leaves","","-","-","-","-","-","-","-"
"Pineapple guava, Feijoa, ","Acca sellowiana","Myrtaceae","Fruit","86.6","205","49","1.2","0","20","0.1","0.04"
"","","","Flowers","","-","-","-","-","-","-","-"
"Field Maple, Hedge maple, ","Acer campestre","Sapindaceae","Bark","","-","-","-","-","-","-","-"
"Rocky Mountain Maple, ","Acer glabrum","Sapindaceae","Seed","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"Box elder, ","Acer interius","Sapindaceae",,,"-","-","-","-","-","-","-"
"Oregon maple, Broadleaf maple, ","Acer macrophyllum","Sapindaceae","Sap","","-","-","-","-","-","-","-"
"","","","Seed Sprouts","","-","-","-","-","-","-","-"
"","","","Flowers","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"Five lobed maple, ","Acer cappadocicum var. indicum","Sapindaceae",,,"-","-","-","-","-","-","-"
"Box elder, Black Maple, ","Acer negundo","Sapindaceae","Bark","","-","-","-","-","-","-","-"
"","","","Sap","","-","-","-","-","-","-","-"
"","","","Seeds","","-","-","-","-","-","-","-"
"Japanese Maple, Palmate maple, ","Acer palmatum","Sapindaceae","Leaves","","-","-","-","-","-","-","-"
"","","","Sap","","-","-","-","-","-","-","-"
"Plane-tree maple, ","Acer pseudoplanatus","Sapindaceae","Sap","","-","-","-","-","-","-","-"
"","","","Seed - Sap","","-","-","-","-","-","-","-"
"","","","Leaves - flavour","","-","-","-","-","-","-","-"
"Red maple, ","Acer rubrum","Sapindaceae","Sap ","","-","-","-","-","-","-","-"
"","","","Seeds","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"Silver maple, ","Acer saccharinum","Sapindaceae","Seeds","","-","-","-","-","-","-","-"
"","","","Sap","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"Sugar maple, Hard Maple, ","Acer saccharum","Sapindaceae","Sap","","1200","287","-","-","-","-","-"
"","","","Seeds","","1200","287","-","-","-","-","-"
"Big tooth maple, ","Acer saccharum subsp. grandidentatum","Sapindaceae","Sap","","-","-","-","-","-","-","-"
"","","","Seed","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"Black sugar maple, ","Acer saccharum subsp. nigrum","Sapindaceae","Sap","","-","-","-","-","-","-","-"
"","","","Seed","","-","-","-","-","-","-","-"
"","","","Bark","","-","-","-","-","-","-","-"
"Tatarium maple, Amur maple, ","Acer tataricum","Sapindaceae","Seed","","-","-","-","-","-","-","-"
"","","","Sap","","-","-","-","-","-","-","-"
"Flat-base maple, ","Acer truncatum","Sapindaceae","Seed","","-","-","-","-","-","-","-"
"Buff Carabeen, Buff aceratium, ","Aceratium doggrellii","Elaeocarpaceae","Fruit","","-","-","-","-","-","-","-"
"Rusty Carabeen, ","Aceratium ferrugineum","Elaeocarpaceae","Fruit","","-","-","-","-","-","-","-"
"Creek aceratium, Bolly carabeen, ","Aceratium megalospermum","Elaeocarpaceae","Fruit","","-","-","-","-","-","-","-"
"Belimbing hutan, Kariala, ","Aceratium oppositifolium","Elaeocarpaceae","Fruit","","-","-","-","-","-","-","-"
"Silky aceratium, ","Aceratium sericoleopsis","Elaeocarpaceae","Fruit","","-","-","-","-","-","-","-"
"Sheep sorrel, ","Rumex acetosella subsp. angiocarpus","Polygonaceae",,,"-","-","-","-","-","-","-"
"Tepus sigung, ","Etlingera foetens","Zingiberaceae",,,"-","-","-","-","-","-","-"
"Garden Mace, Nutmeg Thyme, ","Achillea ageratum","Asteraceae","Leaves","","-","-","-","-","-","-","-"
"Yarrow, Angel Flower, ","Achillea millefolium","Asteraceae","Leaves - flavour","","-","-","-","-","-","-","-"
"Sneeze-wort, ","Achillea ptarmica","Asteraceae","Leaves","","-","-","-","-","-","-","-"
"Siberian yarrow, ","Achillea sibirica","Asteraceae","Leaves","","-","-","-","-","-","-","-"
"Blow wives, ","Achyrachaena mollis","Asteraceae",,,"-","-","-","-","-","-","-"
"Chaff-flower, Rough chaff tree, ","Achyranthes aspera","Amaranthaceae","Leaves","70.6","387","93","5.3","43","20","-","-"
"","","","Seeds","83.9","176","42","4.3","-","-","-","-"
"","","","Flowers","85","-","46","6.4","-","-","-","-"
"Chaff-flower, Two-toothed amaranthus, ","Achyranthes bidentata","Amaranthaceae","Leaves","","-","-","-","-","-","-","-"
"","","","Seeds","","-","-","-","-","-","-","-"
"","Achyranthes faureri","Amaranthaceae","Leaves","","-","-","-","-","-","-","-"
"Mosquito orchid, Gnat Orchid, ","Cyrtostylis reniformis","Orchidaceae",,,"-","-","-","-","-","-","-"
"Basil thyme, Mother of thyme, ","Acinos arvensis","Lamiaceae","Leaves - flavour","","-","-","-","-","-","-","-"
"Wild Spaniard, Colenso's spaniard, ","Aciphylla colensoi","Apiaceae","Gum","","-","-","-","-","-","-","-"
"","","","Root","","-","-","-","-","-","-","-"
"","","","Leaves","","-","-","-","-","-","-","-"
